v4_formula_id,v4_line,v4_section,lhs,v4_formula_line,v5_formula_id,migration_status,decision,conflict_group,canonical_v4_line,notes
F0069_1222,1222,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,T_coil,T_coil = T_coil_ss+(T_coil_prev-T_coil_ss)*exp(-dt/tau_coil),V5_0210,migrated,canonical_formula,no,1222,
F0069_1224,1224,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,clog_buildup,"clog_buildup = c0 + c_clay*clay + c_f25*f25 + c_C*C + c_load*Q_feed/max(Q_ref,eps)",V5_0291,migrated,canonical_formula,no,1224,
F0069_1230,1230,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,clog_wash,"clog_wash = c_flush_Q*Q_flush_prev/max(Q_flush_ref,eps) + c_pul_clog*f_pul_prev/max(f_pul_ref,eps)",V5_0292,migrated,canonical_formula,yes,1230,
F0069_1233,1233,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,matrix_clog,"matrix_clog = clip(matrix_clog_prev+dt*(clog_buildup-clog_wash),0,1)",V5_0419,migrated,canonical_formula,no,1233,
F0069_1234,1234,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,f_pul_sp,"f_pul_sp = clip(f_pul_nom+Kcoarse_pul*(1-F325)+Kclay_pul*clay+Kslime_pul*f25+Kload_pul*(Q_feed-Q_ref)/max(Q_ref,eps),f_pul_min,f_pul_max)",V5_0346,migrated,canonical_formula,yes,1234,
F0069_1235,1235,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,f_ring_sp,"f_ring_sp = clip(f_ring_nom+Kclog_ring*matrix_clog+Kcoarse_ring*(1-F200),f_ring_min,f_ring_max)",V5_0350,migrated,canonical_formula,yes,1235,
F0069_1236,1236,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,f_pul,f_pul = f_pul_sp+(f_pul_prev-f_pul_sp)*exp(-dt/tau_pul_act),V5_0345,migrated,canonical_formula,yes,1236,
F0069_1237,1237,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,f_ring,f_ring = f_ring_sp+(f_ring_prev-f_ring_sp)*exp(-dt/tau_ring_act),V5_0349,migrated,canonical_formula,yes,1237,
F0069_1239,1239,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,M_conc_solid,M_conc_solid = sum_j(conc_j),V5_0101,migrated,canonical_formula,no,1239,
F0069_1240,1240,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_conc_water,"Q_conc_water = Q_feed_water*clip(k_w0+k_w_clog*matrix_clog,0.05,0.3)",V5_0157,migrated,canonical_formula,no,1240,
F0069_1241,1241,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_conc,Q_conc = M_conc_solid/rho_solid_mix+Q_conc_water,V5_0156,migrated,canonical_formula,no,1241,
F0069_1242,1242,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,dL_mag/dt,dL_mag/dt = (Q_feed-Q_tail-Q_conc)/A_mag,V5_0299,migrated,canonical_formula,no,1242,
F0069_1243,1243,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail_total_sp,"u_tail_total_sp = clip(u_tail_nom+K_L_tail*(L_mag-L_mag_sp),0,1)",V5_0495,migrated,canonical_formula,no,1243,
F0069_1244,1244,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,split_tail_1,"split_tail_1 = clip(split_tail_1_nom+K_asym_tail*(matrix_clog-matrix_clog_ref)+operator_trim_tail_split,0.25,0.75)",V5_0458,migrated,canonical_formula,no,1244,
F0069_1245,1245,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail_1_sp,"u_tail_1_sp = clip(u_tail_total_sp*split_tail_1/split_tail_1_nom,0,1)",V5_0492,migrated,canonical_formula,no,1245,
F0069_1246,1246,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail_2_sp,"u_tail_2_sp = clip(u_tail_total_sp*(1-split_tail_1)/(1-split_tail_1_nom),0,1)",V5_0494,migrated,canonical_formula,no,1246,
F0069_1247,1247,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail,u_tail = u_tail_1_sp+(u_tail_prev-u_tail_1_sp)*exp(-dt/tau_tail_valve),V5_0491,migrated,canonical_formula,no,1247,
F0069_1248,1248,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_tail_2,u_tail_2 = u_tail_2_sp+(u_tail_2_prev-u_tail_2_sp)*exp(-dt/tau_tail_valve),V5_0493,migrated,canonical_formula,no,1248,
F0069_1249,1249,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,specific_gravity,"specific_gravity = rho_slurry/max(rho_water,eps)",V5_0454,migrated,canonical_formula,no,1249,
F0069_1250,1250,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_tail_1,"Q_tail_1 = Cv_tail1*u_tail*sqrt(max(L_mag,0)/max(specific_gravity,eps))",V5_0192,migrated,canonical_formula,no,1250,
F0069_1251,1251,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_tail_2,"Q_tail_2 = Cv_tail2*u_tail_2*sqrt(max(L_mag,0)/max(specific_gravity,eps))",V5_0193,migrated,canonical_formula,no,1251,
F0069_1252,1252,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_tail,Q_tail = Q_tail_1+Q_tail_2,V5_0191,migrated,canonical_formula,no,1252,
F0069_1254,1254,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_blowdown_phys,"u_blowdown_phys = clip(u_bd_nom+Kclog_bd*matrix_clog+Ktimer_bd*event_bd_timer,0,1)",V5_0474,migrated,canonical_formula,no,1254,
F0069_1255,1255,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,N_flush_open,"N_flush_open = clip(round(N_flush_base+Kclog_flush_N*matrix_clog+Kload_flush_N*Q_feed/max(Q_ref,eps)),N_flush_min,N_flush_max)",V5_0123,migrated,canonical_formula,no,1255,
F0069_1256,1256,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_flush_sp,"u_flush_sp = clip( u_flush_nom + Kclog_flush_u*matrix_clog + Kload_flush_u*(Q_feed-Q_ref)/max(Q_ref,eps), 0,1)",V5_0479,migrated,canonical_formula,no,1256,
F0069_1261,1261,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,u_flush,u_flush = u_flush_sp+(u_flush_prev-u_flush_sp)*exp(-dt/tau_flush_valve),V5_0478,migrated,canonical_formula,no,1261,
F0069_1262,1262,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,Q_flush,"Q_flush = Cv_flush*u_flush*sqrt(max(water_pressure,0))*N_flush_open",V5_0162,migrated,canonical_formula,no,1262,
F0069_1263,1263,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,P_flush_phys,"P_flush_phys = max(water_pressure-k_flush_Q*Q_flush-k_flush_open*N_flush_open,0)",V5_0139,migrated,canonical_formula,no,1263,
F0069_1264,1264,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,I_ring_motor_phys,"I_ring_motor_phys = I0_ring+kf_ring*f_ring+krho_ring*rho_slurry+kclog_ring_I*matrix_clog+kQ_ring*Q_feed/max(Q_ref,eps)",V5_0067,migrated,canonical_formula,no,1264,
F0069_1265,1265,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,V_ring_motor_phys,V_ring_motor_phys = grid_voltage-k_drop_ring*I_ring_motor_phys,V5_0235,migrated,canonical_formula,no,1265,
F0070_1271,1271,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_excit_current,agg_mag_excit_current = meas(I_exc),V5_0252,migrated,canonical_formula,no,1271,
F0070_1272,1272,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_excit_voltage,agg_mag_excit_voltage = meas(V_exc_phys),V5_0253,migrated,canonical_formula,no,1272,
F0070_1273,1273,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_coil_temp,agg_mag_coil_temp = meas(T_coil),V5_0251,migrated,canonical_formula,no,1273,
F0070_1274,1274,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_pulsation_freq,agg_mag_pulsation_freq = meas(f_pul),V5_0258,migrated,canonical_formula,no,1274,
F0070_1275,1275,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_ring_freq,agg_mag_ring_freq = meas(f_ring),V5_0259,migrated,canonical_formula,no,1275,
F0070_1276,1276,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_level,agg_mag_level = meas(L_mag),V5_0255,migrated,canonical_formula,no,1276,
F0070_1277,1277,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_tailings_valve1,agg_mag_tailings_valve1 = meas(u_tail),V5_0260,migrated,canonical_formula,no,1277,
F0070_1278,1278,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_tailings_valve2,agg_mag_tailings_valve2 = meas(u_tail_2),V5_0261,migrated,canonical_formula,no,1278,
F0070_1279,1279,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_blowdown_valve,agg_mag_blowdown_valve = meas(u_blowdown_phys),V5_0250,migrated,canonical_formula,no,1279,
F0070_1280,1280,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_flush_water_pressure,agg_mag_flush_water_pressure = meas(P_flush_phys),V5_0254,migrated,canonical_formula,no,1280,
F0070_1281,1281,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_motor_current_rc,agg_mag_motor_current_rc = meas(I_ring_motor_phys),V5_0256,migrated,canonical_formula,no,1281,
F0070_1282,1282,10. DCS 具体生成公式和代理防护 / 10.2 磁选 DCS 具体公式,agg_mag_motor_voltage_rc,agg_mag_motor_voltage_rc = meas(V_ring_motor_phys),V5_0257,migrated,canonical_formula,no,1282,
F0071_1290,1290,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,tau_cyc_pool,"tau_cyc_pool = max(L_pool*A_pool/max(Q_pump_prev,eps),min_tau_cyc_pool)",V5_0470,migrated,canonical_formula,yes,1290,
F0071_1291,1291,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,C_feed_in,"C_feed_in = (M_mag_conc_solid+M_tm_discharge_solid_prev)/max(M_mag_conc_wet+M_tm_discharge_wet_prev+M_water_add,eps)",V5_0003,migrated,canonical_formula,no,1291,
F0071_1292,1292,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,F325_feed_in,"F325_feed_in = (M_mag_conc_solid*F325_mag_conc+M_tm_discharge_solid_prev*F325_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)",V5_0042,migrated,canonical_formula,no,1292,
F0071_1293,1293,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_fe_feed_in,"Liberation_fe_feed_in = (M_mag_conc_solid*Liberation_fe_mag_conc+M_tm_discharge_solid_prev*Liberation_fe_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)",V5_0077,migrated,canonical_formula,no,1293,
F0071_1294,1294,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_gangue_feed_in,"Liberation_gangue_feed_in = (M_mag_conc_solid*Liberation_gangue_mag_conc+M_tm_discharge_solid_prev*Liberation_gangue_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)",V5_0085,migrated,canonical_formula,no,1294,
F0071_1295,1295,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_feed_in,"WI_feed_in = (M_mag_conc_solid*WI_mag_conc+M_tm_discharge_solid_prev*WI_discharge_prev)/max(M_mag_conc_solid+M_tm_discharge_solid_prev,eps)",V5_0239,migrated,canonical_formula,no,1295,
F0071_1296,1296,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_feed_in,"T_slurry_feed_in = (M_wet_mag_conc*Cp_slurry_mag*T_slurry_mag_conc + M_wet_tm_discharge*Cp_slurry_tm*T_slurry_discharge_prev) / max(M_wet_mag_conc*Cp_slurry_mag+M_wet_tm_discharge*Cp_slurry_tm,eps)",V5_0218,migrated,canonical_formula,no,1296,
F0071_1301,1301,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,C_feed,"C_feed = C_feed_prev+(dt/max(tau_cyc_pool,eps))*(C_feed_in-C_feed_prev)",V5_0002,migrated,canonical_formula,no,1301,
F0071_1302,1302,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,F325_feed,"F325_feed = F325_feed_prev+(dt/max(tau_cyc_pool,eps))*(F325_feed_in-F325_feed_prev)",V5_0041,migrated,canonical_formula,no,1302,
F0071_1303,1303,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_fe_feed,"Liberation_fe_feed = Liberation_fe_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_fe_feed_in-Liberation_fe_feed_prev)",V5_0076,migrated,canonical_formula,no,1303,
F0071_1304,1304,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_gangue_feed,"Liberation_gangue_feed = Liberation_gangue_feed_prev+(dt/max(tau_cyc_pool,eps))*(Liberation_gangue_feed_in-Liberation_gangue_feed_prev)",V5_0084,migrated,canonical_formula,no,1304,
F0071_1305,1305,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_feed,"WI_feed = WI_feed_prev+(dt/max(tau_cyc_pool,eps))*(WI_feed_in-WI_feed_prev)",V5_0238,migrated,canonical_formula,no,1305,
F0071_1306,1306,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_feed,"T_slurry_feed = T_slurry_feed_prev+(dt/max(tau_cyc_pool,eps))*(T_slurry_feed_in-T_slurry_feed_prev)",V5_0217,migrated,canonical_formula,no,1306,
F0071_1308,1308,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,rho_feed,"rho_feed = rho_slurry(C_feed,rho_solid_mix)",V5_0440,migrated,canonical_formula,no,1308,
F0071_1309,1309,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,mu_feed,"mu_feed = mu_slurry(C_feed,clay,f25,r_sil,T_slurry_feed)",V5_0421,migrated,canonical_formula,no,1309,
F0071_1311,1311,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,dL_pool/dt,dL_pool/dt = (Q_in+Q_return_sand+Q_water-Q_pump)/A_pool,V5_0301,migrated,canonical_formula,yes,1311,
F0071_1312,1312,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,P_cyc_lag,"P_cyc_lag = delay(P_cyc,L_pump_pressure)",V5_0137,migrated,canonical_formula,no,1312,
F0071_1313,1313,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,f_pump_sp,"f_pump_sp = clip(f0+K_L*(L_pool-L_sp)+K_P*(P_sp-P_cyc_lag)+K_Qff*Q_in,f_min,f_max)",V5_0348,migrated,canonical_formula,yes,1313,
F0071_1314,1314,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,f_pump,f_pump = f_pump_sp+(f_pump_prev-f_pump_sp)*exp(-dt/tau_pump_act),V5_0347,migrated,canonical_formula,yes,1314,
F0071_1315,1315,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_pump,"Q_pump = k_pump*f_pump*(1-exp(-max(L_pool,0)/max(L_min_safe,eps)))*health_pump",V5_0188,migrated,canonical_formula,no,1315,
F0071_1316,1316,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,P_cyc,"P_cyc = clip(kP*rho_feed*(Q_pump/max(N_cyc_on,1))^2,P_min,P_max)",V5_0136,migrated,canonical_formula,yes,1316,
F0071_1317,1317,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,I_pump_phys,I_pump_phys = I0_pump+kf_pump*f_pump^2+kQ_pump*Q_pump+krho_pump*rho_feed+kmu_pump*mu_feed+kP_pump*P_cyc,V5_0066,migrated,canonical_formula,no,1317,
F0071_1319,1319,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_water_sp,"u_water_sp = clip(u_water_nom+K_C_water*(C_sp-C_feed)+K_L_water*(L_sp-L_pool),0,1)",V5_0497,migrated,canonical_formula,no,1319,
F0071_1320,1320,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_water,u_water = u_water_sp+(u_water_prev-u_water_sp)*exp(-dt/tau_water_valve),V5_0496,migrated,canonical_formula,no,1320,
F0071_1321,1321,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_water_phys,"Q_water_phys = Cv_water*u_water*sqrt(max(water_pressure,0))",V5_0195,migrated,canonical_formula,no,1321,
F0071_1323,1323,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,circulating_load_lag,"circulating_load_lag = delay(circulating_load,L_sand_control)",V5_0290,migrated,canonical_formula,no,1323,
F0071_1324,1324,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_sand_sp,"u_sand_sp = clip(u_sand_nom+K_C_sand*(C_sand-C_sand_sp)+K_CL_sand*(circulating_load_lag-CL_ref)+PRBS_sand,0,1)",V5_0487,migrated,canonical_formula,no,1324,
F0071_1325,1325,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,u_sand,u_sand = u_sand_sp+(u_sand_prev-u_sand_sp)*exp(-dt/tau_sand_valve),V5_0486,migrated,canonical_formula,no,1325,
F0071_1326,1326,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_sand_water_phys,"Q_sand_water_phys = Cv_sand*u_sand*sqrt(max(water_pressure,0))",V5_0190,migrated,canonical_formula,no,1326,
F0071_1328,1328,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,d50,"d50 = d50_ref*(P_ref/max(P_cyc,eps))^aP*(C_feed/C_ref)^aC*(mu_feed/mu_ref)^amu",V5_0295,migrated,canonical_formula,yes,1328,
F0071_1329,1329,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,alpha_ov,"alpha_ov = clip( sigmoid(kF*(F325_feed-F325_ref)+kP*(P_cyc-P_ref)-kC*(C_feed-C_ref)-kmu*(mu_feed-mu_ref)), 0,1)",V5_0277,migrated,canonical_formula,yes,1329,
F0071_1333,1333,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_tm_overflow_solid,M_tm_overflow_solid = feed_solid*alpha_ov,V5_0113,migrated,canonical_formula,no,1333,
F0071_1334,1334,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_tm_sand_solid,M_tm_sand_solid = feed_solid-M_tm_overflow_solid,V5_0115,migrated,canonical_formula,no,1334,
F0071_1335,1335,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_sand,M_sand = M_tm_sand_solid,V5_0107,migrated,canonical_formula,no,1335,
F0071_1336,1336,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,alpha_ov_water,"alpha_ov_water = clip(alpha_ov*k_water_split,0,1)",V5_0278,migrated,canonical_formula,no,1336,
F0071_1337,1337,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_tm_overflow_water,M_tm_overflow_water = feed_water*alpha_ov_water,V5_0114,migrated,canonical_formula,no,1337,
F0071_1338,1338,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_tm_sand_water,M_tm_sand_water = feed_water-M_tm_overflow_water,V5_0116,migrated,canonical_formula,no,1338,
F0071_1339,1339,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_overflow,Q_overflow = M_tm_overflow_solid/rho_solid_mix + M_tm_overflow_water/rho_water,V5_0187,migrated,canonical_formula,yes,1339,
F0071_1340,1340,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,rho_overflow,"rho_overflow = (M_tm_overflow_solid+M_tm_overflow_water)/max(Q_overflow,eps)",V5_0441,migrated,canonical_formula,yes,1340,
F0071_1341,1341,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Q_tm_overflow,Q_tm_overflow = Q_overflow,V5_0194,migrated,canonical_formula,no,1341,
F0071_1342,1342,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,rho_tm_overflow,rho_tm_overflow = rho_overflow,V5_0446,migrated,canonical_formula,no,1342,
F0071_1343,1343,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_overflow,M_overflow = M_tm_overflow_solid,V5_0104,migrated,canonical_formula,no,1343,
F0071_1345,1345,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,F325_overflow,"F325_overflow = clip(F325_feed*k_fine_enrich/max(alpha_ov,eps),F325_feed,1.0)",V5_0045,migrated,canonical_formula,no,1345,
F0071_1346,1346,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_fe_overflow,"Liberation_fe_overflow = clip(Liberation_fe_feed*k_lib_fe_enrich,Liberation_fe_feed,1.0)",V5_0080,migrated,canonical_formula,no,1346,
F0071_1347,1347,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_gangue_overflow,"Liberation_gangue_overflow = clip(Liberation_gangue_feed*k_lib_g_enrich,Liberation_gangue_feed,1.0)",V5_0088,migrated,canonical_formula,no,1347,
F0071_1348,1348,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,F325_sand,"F325_sand = clip((F325_feed-F325_overflow*alpha_ov)/max(1-alpha_ov,eps),0,F325_feed)",V5_0046,migrated,canonical_formula,no,1348,
F0071_1349,1349,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_fe_sand,"Liberation_fe_sand = clip((Liberation_fe_feed-Liberation_fe_overflow*alpha_ov)/max(1-alpha_ov,eps),0,Liberation_fe_feed)",V5_0081,migrated,canonical_formula,no,1349,
F0071_1350,1350,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_gangue_sand,"Liberation_gangue_sand = clip((Liberation_gangue_feed-Liberation_gangue_overflow*alpha_ov)/max(1-alpha_ov,eps),0,Liberation_gangue_feed)",V5_0089,migrated,canonical_formula,no,1350,
F0071_1351,1351,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_overflow,"T_slurry_overflow = T_slurry_feed-k_cool_cyc*max(T_slurry_feed-T_amb,0)",V5_0221,migrated,canonical_formula,no,1351,
F0071_1352,1352,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_tm_overflow,T_tm_overflow = T_slurry_overflow,V5_0229,migrated,canonical_formula,no,1352,
F0071_1353,1353,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_sand,"T_slurry_sand = T_slurry_feed-k_cool_sand*max(T_slurry_feed-T_amb,0)",V5_0222,migrated,canonical_formula,no,1353,
F0071_1354,1354,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_sand,WI_sand = WI_feed,V5_0241,migrated,canonical_formula,no,1354,
F0071_1356,1356,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,inst_circ_load,"inst_circ_load = M_sand/max(M_overflow,eps)",V5_0401,migrated,canonical_formula,no,1356,
F0071_1357,1357,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,circulating_load,"circulating_load = clip(inst_circ_load,0.0,5.0)",V5_0289,migrated,canonical_formula,no,1357,
F0071_1358,1358,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,M_mill_water_in,M_mill_water_in = M_tm_sand_water+Q_sand_water_phys*rho_water,V5_0103,migrated,canonical_formula,yes,1358,
F0071_1359,1359,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,C_mill,"C_mill = M_sand/max(M_sand+M_mill_water_in,eps)",V5_0005,migrated,canonical_formula,no,1359,
F0071_1360,1360,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,WI_mill,WI_mill = WI_sand,V5_0240,migrated,canonical_formula,no,1360,
F0071_1363,1363,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,grind_difficulty,grind_difficulty = kWI*(WI_mill-WI_ref) + kcoarse*(1-F325_sand) + kC*(C_mill-C_opt)^2 + kmu*(mu_feed-mu_ref) + kCL*(circulating_load-CL_ref),V5_0392,migrated,canonical_formula,yes,1363,
F0071_1369,1369,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,P_mech_ss,P_mech_ss = P_idle+P_media+kM*M_sand*(1+grind_difficulty),V5_0144,migrated,canonical_formula,no,1369,
F0071_1370,1370,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,P_mech,P_mech = P_mech_ss+(P_mech_prev-P_mech_ss)*exp(-dt/tau_P),V5_0143,migrated,canonical_formula,yes,1370,
F0071_1371,1371,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,I_tm_phys,I_tm_phys = P_mech/(sqrt(3)*V_motor*pf*eta),V5_0069,migrated,canonical_formula,no,1371,
F0071_1373,1373,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,E_spec,"E_spec = P_mech/max(M_sand,eps)",V5_0035,migrated,canonical_formula,no,1373,
F0071_1374,1374,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,F325_discharge_inst,"F325_discharge_inst = clip(F325_sand+kE*log1p(E_spec/max(WI_mill,eps))-k_over*f25,0,1)",V5_0040,migrated,canonical_formula,no,1374,
F0071_1375,1375,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_fe_discharge_inst,"Liberation_fe_discharge_inst = clip(Liberation_fe_sand+k_lib_fe*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_fe_sand),0,1)",V5_0075,migrated,canonical_formula,no,1375,
F0071_1376,1376,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,Liberation_gangue_discharge_inst,"Liberation_gangue_discharge_inst = clip(Liberation_gangue_sand+k_lib_g*(E_spec/max(WI_mill,eps))*liberation_potential*(1-Liberation_gangue_sand),0,1)",V5_0083,migrated,canonical_formula,no,1376,
F0071_1377,1377,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,delta_T_mill,"delta_T_mill = P_mech*k_heat_conv/max(Q_pump*rho_feed*Cp_slurry,eps)",V5_0311,migrated,canonical_formula,yes,1377,
F0071_1378,1378,10. DCS 具体生成公式和代理防护 / 10.3 塔磨 DCS 具体公式,T_slurry_discharge_inst,"T_slurry_discharge_inst = T_slurry_sand+delta_T_mill-k_cool_pipe*max(T_slurry_sand-T_amb,0)",V5_0216,migrated,canonical_formula,no,1378,
